,Rowid_,VALUE,COUNT,ISO_AG11_15,GT_DEM,PMEAN_ALL,TMAX8,TMEAN_ALL,DTMEAN8_12,P_N,INT_CNL_EUC,R2
190582,,190583,1,90,2210,40,237,26,227,0,112999992,1
190681,,190682,1,89,1395,29,277,80,188,0,67999992,1
190788,,190789,1,92,1446,25,296,73,210,0,45000004,1
191082,,191083,1,89,1363,29,287,79,187,0,73000000,1
191240,,191241,1,91,1143,21,314,92,234,0,1000000,1
191267,,191268,1,96,1312,24,300,78,246,0,25000000,1
191286,,191287,1,96,1377,23,296,73,245,0,324999968,1
191323,,191324,1,96,1363,22,297,74,244,0,0,1
191366,,191367,1,90,2004,36,252,40,229,0,145000000,1
191404,,191405,1,85,3007,52,174,-28,203,0,85000008,1
191460,,191461,1,89,1341,31,278,77,185,0,122000008,1
191512,,191513,1,92,1250,18,306,92,207,0,0,1
191672,,191673,1,96,1378,24,295,73,245,0,289000000,1
191797,,191798,1,85,2499,38,215,1,214,0,529999968,1
191829,,191830,1,89,1378,34,275,72,181,0,0,1
191913,,191914,1,92,1463,21,296,79,207,0,180000016,1
191965,,191966,1,91,961,17,323,102,230,0,25000000,1
191990,,191991,1,91,914,20,329,103,229,0,2000000,1
192039,,192040,1,96,1281,24,300,78,245,0,16000000,1
192094,,192095,1,96,1363,21,298,72,245,0,1000000,1
192155,,192156,1,96,1790,37,276,54,234,0,98000000,1
192313,,192314,1,92,1417,20,300,82,210,0,194000016,1
192396,,192397,1,91,974,21,324,100,231,0,45000004,1
192486,,192487,1,96,1365,21,298,72,243,0,9000000,1
192715,,192716,1,92,1398,20,309,86,211,0,16000000,1
192736,,192737,1,92,1538,24,295,72,208,0,25000000,1
192747,,192748,1,92,1465,25,296,72,210,0,163999984,1
192871,,192872,2,96,1397,21,295,69,243,0,50000000,1
192960,,192961,1,85,2684,47,194,-15,211,0,13000000,1
192969,,192970,1,85,2995,50,174,-27,200,0,173000000,1
193056,,193057,1,89,1639,33,285,79,193,0,0,1
193092,,193093,1,92,1342,19,297,86,207,0,0,1
193148,,193149,1,92,1707,29,281,60,206,0,100000000,1
193161,,193162,1,91,988,18,321,100,229,0,49000000,1
193390,,193391,1,65,854,56,318,109,186,0,0,1
193634,,193635,1,96,1403,21,294,69,242,0,50000000,1
194004,,194005,1,96,1270,23,302,80,244,0,0,1
194070,,194071,2,96,1343,22,298,74,244,0,1000000,1
194089,,194090,1,90,1888,29,264,50,233,0,40000000,1
194333,,194334,1,92,1428,24,297,73,210,0,40000000,1
194432,,194433,1,96,1464,23,291,68,243,0,820000000,1
194435,,194436,1,96,1553,25,285,62,241,0,433000000,1
194499,,194500,1,90,2007,32,256,46,229,0,18000000,1
194505,,194506,1,90,1939,34,258,46,229,0,1000000,1
194519,,194520,1,90,1862,39,252,35,231,0,169000000,1
194842,,194843,1,96,1249,22,306,84,243,0,0,1
195325,,195326,1,90,1926,30,258,48,231,0,26000000,1
195652,,195653,1,91,1215,22,309,87,243,0,1000000,1
195761,,195762,1,90,1965,35,256,44,229,0,4999999,1
195829,,195830,1,65,915,51,313,103,186,0,0,1
195900,,195901,1,89,1547,33,285,77,189,0,73000000,1
195936,,195937,1,92,1490,21,289,75,206,0,16000000,1
195949,,195950,1,92,1613,24,290,68,207,0,67999992,1
195954,,195955,1,92,1613,24,292,69,208,0,104000000,1
196233,,196234,1,30,182,123,206,109,82,0,305000032,1
196278,,196279,1,89,1368,30,286,80,186,0,121000000,1
196402,,196403,1,91,1046,20,313,91,226,0,144000000,1
196477,,196478,1,96,1340,23,297,76,242,0,116000008,1
196586,,196587,1,85,2471,46,211,-3,221,0,25000000,1
196624,,196625,1,65,912,59,307,103,182,0,4999999,1
196701,,196702,1,92,1691,24,286,67,206,0,9000000,1
196748,,196749,1,92,1646,28,283,62,208,0,32000002,1
196825,,196826,1,91,1219,22,307,86,242,0,0,1
196865,,196866,1,96,1383,23,295,73,244,0,313000032,1
196917,,196918,1,90,1752,28,269,57,234,0,4999999,1
196993,,196994,1,65,913,59,307,103,182,0,2000000,1
197113,,197114,1,92,1526,25,293,70,209,0,10000000,1
197268,,197269,1,90,1970,33,253,43,227,0,57999996,1
197315,,197316,1,90,2161,40,240,11,243,0,65000000,1
197326,,197327,1,30,502,130,237,104,110,0,493000000,1
197412,,197413,1,92,1473,21,289,76,206,0,100000000,1
197448,,197449,1,92,1527,24,295,71,209,0,170000016,1
197751,,197752,1,89,1527,33,279,71,183,0,4999999,1
197768,,197769,1,89,1506,33,283,74,189,0,128000008,1
197809,,197810,1,92,1519,21,289,75,206,0,25000000,1
197934,,197935,1,96,1340,22,297,76,242,0,72000000,1
198120,,198121,1,89,1462,33,290,81,194,0,25000000,1
198145,,198146,1,92,1474,20,291,78,206,0,36000000,1
198234,,198235,1,91,1033,20,316,97,227,0,4999999,1
198324,,198325,1,96,1467,23,289,67,239,0,19999998,1
198380,,198381,1,90,1955,35,252,41,228,0,29000002,1
198390,,198391,1,90,2151,39,243,30,227,0,180000016,1
198399,,198400,1,90,1935,40,248,31,229,0,163999984,1
198523,,198524,1,92,1722,22,279,66,202,0,50000000,1
198728,,198729,1,96,1776,29,267,54,233,0,178000000,1
198972,,198973,1,91,1195,21,311,90,238,0,2000000,1
199067,,199068,1,90,1827,30,262,50,231,0,162000000,1
199138,,199139,1,85,2415,36,229,7,228,0,9000000,1
199196,,199197,1,89,1616,34,276,68,183,0,4000000,1
199388,,199389,1,96,1377,22,294,72,239,0,0,1
199419,,199420,1,96,1767,29,269,55,233,0,194000016,1
199460,,199461,1,85,2380,44,223,7,224,0,74000000,1
199534,,199535,1,89,1501,32,280,73,183,0,9000000,1
199581,,199582,1,92,1666,23,282,69,203,0,125000000,1
200012,,200013,1,91,1300,23,299,81,236,0,4000000,1
200139,,200140,1,85,2759,45,197,-11,213,0,185000000,1
200255,,200256,1,92,1461,21,302,78,212,0,18000000,1
200381,,200382,1,90,1836,30,263,51,232,0,64000000,1
200508,,200509,1,89,1541,33,281,72,184,0,2000000,1
200546,,200547,1,92,1661,23,279,65,203,0,25000000,1
200653,,200654,1,96,1326,23,296,77,238,0,8000000,1
200804,,200805,1,30,300,120,229,111,99,0,178000000,1
201004,,201005,1,96,1339,23,301,77,241,0,4999999,1
201139,,201140,1,89,1537,33,279,73,183,0,25000000,1
201270,,201271,1,91,1337,23,295,79,233,0,4999999,1
201276,,201277,1,96,1309,22,298,80,235,0,1000000,1
201481,,201482,1,92,1767,26,277,59,204,0,2000000,1
201571,,201572,1,96,1309,22,298,79,238,0,1000000,1
201604,,201605,1,96,1382,25,299,77,242,0,0,1
202189,,202190,1,96,1412,23,294,74,240,0,105999992,1
202213,,202214,1,96,1390,25,298,76,241,0,2000000,1
202227,,202228,1,90,1951,32,257,45,228,0,33999996,1
202590,,202591,1,65,1079,72,302,100,174,0,67999992,1
202651,,202652,1,92,1549,22,286,71,207,0,10000000,1
202738,,202739,1,96,1323,22,298,79,240,0,8000000,1
202753,,202754,1,96,1359,24,301,78,240,0,1000000,1
202868,,202869,1,89,1435,34,282,78,185,0,81999992,1
203216,,203217,1,92,1694,29,278,55,210,0,100000000,1
203221,,203222,1,92,1499,25,291,68,214,0,89000008,1
203295,,203296,1,96,1397,23,295,74,239,0,260999984,1
203396,,203397,1,85,2301,37,229,8,230,0,169000000,1
203466,,203467,1,89,1593,32,287,78,193,0,16999998,1
203894,,203895,1,96,1342,24,297,77,238,0,2000000,1
204030,,204031,1,89,1569,33,282,71,185,0,16999998,1
204231,,204232,1,90,1921,35,260,44,230,0,32000002,1
204401,,204402,1,92,1307,22,300,82,221,0,121000000,1
204491,,204492,1,96,1361,24,298,76,238,0,0,1
204722,,204723,2,91,1188,20,307,91,223,0,0,1
204779,,204780,1,91,1279,21,299,83,232,0,0,1
204794,,204795,1,96,1368,23,296,75,239,0,257000000,1
204932,,204933,1,30,498,116,259,114,121,0,292999968,1
205056,,205057,1,91,1096,19,310,96,229,0,0,1
205130,,205131,1,96,1386,26,300,77,242,0,4999999,1
205238,,205239,1,89,1370,36,286,83,186,0,170000016,1
205250,,205251,1,89,1493,34,280,75,184,0,37000004,1
205313,,205314,1,92,1516,24,295,70,210,0,50000000,1
205417,,205418,1,96,1448,25,296,74,238,0,9000000,1
205669,,205670,1,96,1276,21,300,82,238,0,1000000,1
205713,,205714,1,96,1429,27,296,74,240,0,4000000,1
206194,,206195,1,92,1686,24,286,65,209,0,45000004,1
206271,,206272,1,91,1171,21,302,90,227,0,0,1
206343,,206344,1,96,1567,30,281,63,235,0,145000000,1
206357,,206358,1,96,1713,31,273,56,233,0,1000000,1
206389,,206390,1,90,2016,41,245,24,233,0,0,1
206425,,206426,1,30,437,117,264,114,126,0,370000032,1
206447,,206448,1,89,1379,33,286,77,184,0,0,1
206644,,206645,1,96,1664,30,277,60,233,0,0,1
206713,,206714,1,89,1370,37,285,82,185,0,241000000,1
206735,,206736,1,89,1491,32,286,74,185,0,4000000,1
206736,,206737,1,89,1474,31,287,75,186,0,9000000,1
206742,,206743,1,89,1431,29,294,77,190,0,1000000,1
206822,,206823,1,92,1283,21,301,84,220,0,25000000,1
206946,,206947,1,90,2009,37,254,38,227,0,100000000,1
207056,,207057,1,92,1526,22,297,74,213,0,18000000,1
207095,,207096,1,92,1681,28,282,57,210,0,9000000,1
207189,,207190,1,96,1521,27,289,69,235,0,18000000,1
207241,,207242,1,90,1950,34,259,44,228,0,129999992,1
207292,,207293,1,30,286,112,214,112,86,0,13000000,1
207790,,207791,1,90,1956,34,260,44,230,0,52000000,1
207921,,207922,1,89,1379,29,299,90,203,0,40000000,1
207927,,207928,1,92,1377,20,306,81,217,0,1000000,1
208087,,208088,1,90,1781,31,274,56,232,0,53000000,1
208304,,208305,1,92,1319,21,299,84,220,0,1000000,1
208383,,208384,1,96,1439,25,295,74,236,0,4999999,1
208386,,208387,1,96,1621,28,288,67,236,0,32000002,1
208418,,208419,1,90,2123,35,252,39,225,0,19999998,1
208533,,208534,1,89,1506,31,288,78,191,0,2000000,1
208620,,208621,1,92,1196,20,298,90,222,0,1000000,1
208691,,208692,1,90,1917,34,264,48,229,0,117000008,1
208885,,208886,1,92,1408,22,294,76,219,0,85000008,1
208942,,208943,1,96,1346,22,297,80,234,0,65000000,1
208996,,208997,1,96,1648,30,282,63,235,0,4999999,1
209278,,209279,1,96,1638,30,282,63,235,0,104000000,1
209307,,209308,1,90,2106,40,247,27,231,0,60999996,1
209342,,209343,1,30,546,130,236,105,107,0,129999992,1
209448,,209449,1,92,1564,25,289,64,212,0,16000000,1
209535,,209536,1,96,1313,22,303,82,238,0,1000000,1
209812,,209813,1,92,1305,22,294,85,221,0,1000000,1
209840,,209841,1,96,1333,22,302,81,237,0,4000000,1
209842,,209843,1,96,1335,23,302,81,237,0,0,1
209896,,209897,1,90,1930,36,258,41,228,0,4000000,1
209979,,209980,1,89,1326,34,292,85,186,0,67999992,1
210088,,210089,1,92,1250,21,298,88,222,0,0,1
210451,,210452,1,90,1874,34,266,49,230,0,98000000,1
210551,,210552,1,89,1328,36,291,85,184,0,25000000,1
210554,,210555,1,89,1496,37,282,78,183,0,33999996,1
210592,,210593,1,92,1381,27,300,91,203,0,26000000,1
210696,,210697,1,92,1285,21,297,86,222,0,1000000,1
210769,,210770,1,90,1922,36,263,44,231,0,0,1
210841,,210842,1,89,1405,45,278,78,180,0,40999996,1
210900,,210901,1,92,1637,25,288,63,208,0,36000000,1
211124,,211125,1,65,1128,47,298,91,183,0,13000000,1
211227,,211228,1,92,1401,21,290,80,216,0,49000000,1
211249,,211250,1,92,1277,21,295,87,220,0,0,1
211289,,211290,1,91,1305,22,304,83,236,0,1000000,1
211393,,211394,1,30,248,117,216,112,87,0,129999992,1
211517,,211518,1,92,1338,22,286,80,217,0,1000000,1
211569,,211570,1,96,1513,27,290,69,235,0,8000000,1
211630,,211631,1,90,2094,40,243,26,227,0,129999992,1
211710,,211711,1,89,1364,38,285,80,183,0,2000000,1
211726,,211727,1,89,1359,27,302,83,191,0,1000000,1
211772,,211773,1,92,1583,25,289,63,213,0,50000000,1
211860,,211861,1,96,1730,28,285,65,233,0,53000000,1
212204,,212205,1,90,2045,37,254,37,226,0,4999999,1
212490,,212491,1,90,2016,39,255,32,234,0,33999996,1
212563,,212564,1,89,1335,27,301,83,191,0,1000000,1
212742,,212743,1,90,2135,39,246,30,226,0,13000000,1
212810,,212811,1,89,1265,46,288,83,182,0,18000000,1
212891,,212892,1,92,1591,24,284,67,215,0,53000000,1
212936,,212937,2,92,1327,21,292,85,218,0,0,1
212967,,212968,1,96,1415,23,301,79,234,0,10000000,1
213025,,213026,1,96,1677,32,278,58,233,0,9000000,1
213031,,213032,1,90,2004,36,260,40,230,0,45000004,1
213360,,213361,1,30,465,135,222,106,95,0,181000000,1
213366,,213367,1,34,388,119,260,117,120,0,754000000,1
213399,,213400,1,89,1279,36,294,87,185,0,1000000,1
213515,,213516,1,92,1502,23,280,74,214,0,2000000,1
213629,,213630,1,90,2374,41,230,16,223,0,85000008,1
213724,,213725,1,92,1690,26,287,61,207,0,53000000,1
213765,,213766,1,92,1568,24,289,67,216,0,89000008,1
213811,,213812,1,90,1754,28,267,59,215,0,40000000,1
213836,,213837,1,91,1337,22,303,83,231,0,29000002,1
213857,,213858,1,96,1559,28,291,68,236,0,19999998,1
213879,,213880,1,90,1867,34,270,52,231,0,73000000,1
213887,,213888,1,96,1425,29,298,72,241,0,4000000,1
214085,,214086,1,92,1591,26,273,64,214,0,18000000,1
214124,,214125,1,96,1342,22,304,82,234,0,4999999,1
214203,,214204,1,85,2395,42,221,9,220,0,25000000,1
214357,,214358,2,92,1519,23,284,74,214,0,8000000,1
214520,,214521,1,30,186,118,213,116,83,0,146000000,1
214545,,214546,1,65,1034,48,306,96,181,0,25000000,1
214650,,214651,1,92,1741,26,278,58,213,0,16999998,1
214695,,214696,1,92,1347,22,289,84,216,0,1000000,1
214831,,214832,1,34,497,129,258,112,120,0,850000000,1
214851,,214852,1,89,1273,38,295,87,185,0,0,1
214927,,214928,1,92,1768,26,276,57,213,0,16000000,1
215006,,215007,1,96,1593,27,289,68,231,0,163999984,1
215016,,215017,1,96,1811,31,276,56,231,0,81000000,1
215039,,215040,1,96,1805,34,275,54,232,0,112999992,1
215101,,215102,1,30,60,109,206,120,74,0,89000008,1
215185,,215186,1,92,1707,27,283,56,208,0,60999996,1
215232,,215233,1,92,1473,22,285,76,214,0,4999999,1
215315,,215316,1,90,1869,35,267,48,228,0,149000000,1
215328,,215329,1,96,1483,30,293,69,238,0,16000000,1
215336,,215337,1,90,1962,36,258,42,226,0,8000000,1
215424,,215425,1,89,1341,32,294,85,187,0,144000000,1
215706,,215707,1,89,1318,33,294,86,187,0,65000000,1
215735,,215736,1,92,1766,27,282,57,205,0,65000000,1
215766,,215767,1,92,1592,24,287,65,215,0,26000000,1
215812,,215813,1,92,1449,23,284,80,215,0,0,1
215813,,215814,1,92,1403,22,286,82,216,0,0,1
215884,,215885,1,96,1466,30,294,69,240,0,13000000,1
215936,,215937,1,30,125,133,205,112,77,0,73000000,1
216049,,216050,2,92,1523,22,286,75,215,0,0,1
216563,,216564,1,92,1521,22,284,75,215,0,0,1
216654,,216655,1,96,1611,32,287,64,237,0,2000000,1
216666,,216667,1,85,2313,41,226,12,222,0,16999998,1
216692,,216693,1,30,217,146,197,107,72,0,146000000,1
216822,,216823,1,90,2172,33,249,39,213,0,125000000,1
216915,,216916,1,85,2308,38,235,16,227,0,13000000,1
216936,,216937,1,30,219,128,242,116,105,0,543999936,1
217209,,217210,1,92,1400,27,300,89,200,0,9000000,1
217255,,217256,1,92,1656,24,283,62,214,0,57999996,1
217455,,217456,1,89,1455,30,290,77,188,0,1000000,1
217518,,217519,1,92,1774,26,276,58,213,0,1000000,1
218098,,218099,1,96,1460,25,299,76,232,0,2000000,1
218105,,218106,1,96,1692,30,280,60,231,0,40999996,1
218166,,218167,1,30,61,123,232,120,95,0,484999968,1
218208,,218209,1,89,1442,36,288,80,185,0,60999996,1
218290,,218291,1,90,1831,27,270,57,213,0,37000004,1
218438,,218439,1,65,1010,46,313,100,183,0,4000000,1
218445,,218446,1,89,1254,41,296,87,183,0,1000000,1
218483,,218484,1,92,1587,25,292,66,208,0,49000000,1
218527,,218528,1,92,1565,23,285,71,214,0,50000000,1
218810,,218811,1,90,1830,29,265,55,216,0,33999996,1
219037,,219038,1,90,2299,36,244,33,212,0,281000000,1
219099,,219100,1,96,1644,30,290,66,236,0,81999992,1
219152,,219153,1,65,979,71,295,92,179,0,0,1
219178,,219179,1,89,1274,42,291,83,183,0,8000000,1
219312,,219313,1,96,1695,35,276,54,234,0,1000000,1
219347,,219348,1,65,968,56,306,97,178,0,9000000,1
219388,,219389,1,92,1626,23,298,72,211,0,128000008,1
219411,,219412,1,92,1719,26,288,59,207,0,13000000,1
219567,,219568,1,65,1093,45,309,97,182,0,37000004,1
219603,,219604,1,92,1669,25,293,66,209,0,45000004,1
219808,,219809,1,92,1785,26,288,61,207,0,36000000,1
219878,,219879,1,96,1584,27,291,69,233,0,4999999,1
219996,,219997,1,92,1628,22,286,71,215,0,16999998,1
220012,,220013,1,92,1738,26,272,61,213,0,1000000,1
220079,,220080,1,85,2362,35,235,13,231,0,152999984,1
220203,,220204,1,92,1530,25,278,71,217,0,25000000,1
220427,,220428,1,65,1114,49,307,96,179,0,85000008,1
220441,,220442,1,89,1547,32,283,72,186,0,0,1
220497,,220498,1,92,1635,23,285,70,215,0,40000000,1
220533,,220534,1,90,2126,36,245,35,217,0,25000000,1
220618,,220619,1,92,1642,25,293,65,209,0,4000000,1
220786,,220787,1,92,1736,25,277,60,214,0,8000000,1
220888,,220889,1,92,1644,23,298,72,212,0,65000000,1
221164,,221165,1,92,1644,23,298,73,212,0,73000000,1
221188,,221189,1,85,2432,39,234,21,203,0,144000000,1
221199,,221200,1,92,1738,24,280,63,214,0,40999996,1
221202,,221203,1,92,1718,24,282,66,214,0,10000000,1
221225,,221226,1,90,1901,30,261,48,216,0,348999968,1
221226,,221227,1,90,1704,26,275,64,219,0,181000000,1
221400,,221401,1,68,218,107,357,165,187,0,18000000,1
221469,,221470,1,92,1809,25,274,61,216,0,40999996,1
221506,,221507,1,96,1443,23,301,81,231,0,104000000,1
221547,,221548,1,89,1620,30,282,69,187,0,1000000,1
221561,,221562,1,92,1643,24,295,69,210,0,26000000,1
221618,,221619,1,90,2034,34,255,43,219,0,160000000,1
221641,,221642,1,81,798,110,291,100,154,0,2066000128,1
221701,,221702,1,92,1768,26,286,57,205,0,2000000,1
221719,,221720,1,90,1965,26,272,53,212,0,8000000,1
221810,,221811,1,89,1638,31,279,66,187,0,0,1
221850,,221851,1,90,2266,34,249,32,206,0,163999984,1
221890,,221891,1,90,1910,29,264,51,216,0,196000000,1
221894,,221895,1,90,2007,31,262,50,220,0,220999984,1
221947,,221948,1,89,1395,41,293,83,184,0,16000000,1
222131,,222132,1,90,1956,28,267,49,212,0,29000002,1
222162,,222163,1,90,1882,29,266,54,221,0,185000000,1
222257,,222258,1,92,1589,22,289,73,217,0,0,1
222335,,222336,1,89,1616,30,282,68,188,0,1000000,1
222373,,222374,1,90,1988,29,265,47,212,0,57999996,1
222383,,222384,1,90,1827,25,276,61,216,0,74000000,1
222487,,222488,1,92,1647,24,295,68,209,0,1000000,1
222494,,222495,1,85,2545,41,228,17,197,0,180000016,1
222699,,222700,1,96,1590,24,290,74,230,0,212000000,1
222761,,222762,1,92,1665,24,294,70,210,0,89000008,1
222793,,222794,1,90,1969,28,268,48,212,0,16999998,1
222808,,222809,1,92,1587,21,290,74,217,0,1000000,1
223011,,223012,1,68,471,102,346,155,182,0,1000000,1
223124,,223125,1,68,305,95,354,159,188,0,4000000,1
223147,,223148,1,89,1618,32,281,68,188,0,4999999,1
223154,,223155,1,89,1661,27,282,70,190,0,9000000,1
223261,,223262,1,68,233,88,356,166,187,0,4000000,1
223542,,223543,2,89,1615,28,284,68,191,0,4999999,1
223581,,223582,1,92,1836,25,277,55,215,0,64000000,1
223608,,223609,1,90,2005,30,260,45,216,0,178000000,1
223665,,223666,1,68,156,81,359,168,188,0,4999999,1
223680,,223681,1,89,1615,34,281,68,188,0,4000000,1
223697,,223698,1,89,1646,26,286,71,192,0,4999999,1
223844,,223845,1,90,2305,36,247,30,202,0,19999998,1
223953,,223954,1,89,1616,28,284,67,191,0,16999998,1
224143,,224144,1,90,2097,32,262,49,225,0,170000016,1
224199,,224200,1,92,1623,26,286,68,194,0,26000000,1
224227,,224228,1,92,1768,26,286,62,207,0,121000000,1
224249,,224250,1,90,2048,30,261,45,214,0,181000000,1
224288,,224289,1,68,242,83,356,163,187,0,18000000,1
224508,,224509,1,85,2473,43,231,23,214,0,200000000,1
224509,,224510,1,85,2697,48,214,11,206,0,104000000,1
224647,,224648,1,92,1615,25,287,70,194,0,25000000,1
224738,,224739,1,92,1615,25,287,70,195,0,26000000,1
224912,,224913,1,90,2014,30,265,50,223,0,340000032,1
224958,,224959,1,89,1655,25,287,72,195,0,13000000,1
225020,,225021,1,68,546,84,335,148,177,0,10000000,1
225144,,225145,1,68,159,62,358,169,188,0,4000000,1
225227,,225228,1,92,1767,26,287,65,209,0,2000000,1
225636,,225637,1,92,1738,25,291,67,212,0,1000000,1
225806,,225807,1,68,425,73,344,159,180,0,9000000,1
225895,,225896,1,24,439,73,347,147,184,0,765000000,1
225918,,225919,1,68,208,62,352,166,185,0,65000000,1
226009,,226010,1,90,2266,32,254,37,210,0,60999996,1
226111,,226112,1,68,244,61,352,161,185,0,201999984,1
226122,,226123,1,68,123,53,354,168,187,0,13000000,1
226216,,226217,2,89,1493,34,292,76,192,0,0,1
226266,,226267,1,68,183,53,354,167,185,0,96999992,1
226376,,226377,1,92,1507,25,297,80,197,0,57999996,1
226542,,226543,1,68,223,57,352,162,184,0,394000000,1
226772,,226773,1,92,1371,25,308,89,200,0,26000000,1
227013,,227014,1,68,112,48,354,170,186,0,2000000,1
227396,,227397,1,68,459,73,336,154,175,0,85000008,1
227416,,227417,1,89,1472,28,303,85,197,0,9000000,1
227432,,227433,1,81,847,89,316,115,165,0,2145999872,1
227780,,227781,1,89,1266,31,312,93,197,0,4000000,1
228005,,228006,1,68,419,75,334,154,174,0,100000000,1
228098,,228099,1,68,358,54,347,153,181,0,169000000,1
228116,,228117,1,50,87,45,348,166,180,0,0,1
228179,,228180,1,68,126,44,347,164,178,0,49000000,1
228224,,228225,1,81,1150,100,294,103,154,0,2041999872,1
228358,,228359,1,50,113,44,347,164,179,0,25000000,1
228397,,228398,1,92,1589,24,292,79,197,0,116000008,1
228399,,228400,1,81,675,120,283,110,130,0,1973000064,1
228408,,228409,1,68,224,47,346,158,180,0,25000000,1
228494,,228495,1,68,390,72,336,157,176,0,53000000,1
228760,,228761,1,68,184,44,345,160,178,0,33999996,1
228824,,228825,1,50,70,45,345,165,174,0,1000000,1
228897,,228898,1,65,980,63,298,107,164,0,0,1
228972,,228973,1,188,1249,24,320,102,203,0,0,1
229023,,229024,2,188,1220,30,318,99,198,0,0,1
229219,,229220,1,188,1241,24,321,104,202,0,10000000,1
229239,,229240,1,50,151,44,341,159,173,0,8000000,1
229359,,229360,1,24,274,49,341,151,178,0,324999968,1
229361,,229362,1,68,192,44,343,157,176,0,205000000,1
229540,,229541,1,34,674,108,297,116,137,0,529999968,1
229882,,229883,1,50,76,41,341,161,171,0,0,1
229885,,229886,1,50,67,43,341,162,169,0,1000000,1
229935,,229936,1,24,850,78,315,121,165,0,634000064,1
229943,,229944,1,68,339,46,340,151,178,0,292999968,1
230053,,230054,1,34,495,109,278,116,118,0,720000064,1
230103,,230104,1,50,89,59,339,160,172,0,1000000,1
230178,,230179,1,68,322,86,334,157,173,0,1000000,1
230253,,230254,1,34,443,106,292,121,125,0,370000032,1
230409,,230410,1,50,46,43,339,161,167,0,0,1
230424,,230425,1,188,1352,28,311,96,198,0,29000002,1
230477,,230478,3,50,37,49,339,161,168,0,0,1
230533,,230534,1,50,30,46,340,161,170,0,2000000,1
230616,,230617,1,188,1434,29,308,93,198,0,64000000,1
230675,,230676,1,50,60,57,340,160,172,0,1000000,1
230706,,230707,1,47,796,96,308,117,151,0,33999996,1
230710,,230711,1,47,582,84,329,130,161,0,178000000,1
230997,,230998,1,50,43,53,339,160,169,0,1000000,1
231081,,231082,1,34,469,105,291,119,129,0,250000016,1
231154,,231155,1,30,247,99,216,110,77,0,725000000,1
231203,,231204,1,50,29,43,338,161,166,0,0,1
231261,,231262,1,68,122,39,336,157,166,0,85000008,1
231496,,231497,1,50,41,55,342,162,171,0,0,1
231749,,231750,1,50,46,57,343,163,173,0,1000000,1
232021,,232022,3,50,34,53,343,163,172,0,0,1
232070,,232071,1,47,367,84,330,141,151,0,37000004,1
232194,,232195,1,50,24,42,340,161,169,0,0,1
232197,,232198,1,50,24,45,341,162,171,0,0,1
232260,,232261,1,47,417,91,321,130,152,0,64000000,1
232312,,232313,1,89,1523,40,294,81,183,0,9000000,1
232413,,232414,1,89,1523,37,294,82,185,0,8000000,1
232429,,232430,1,30,385,103,263,117,108,0,537999936,1
232483,,232484,1,50,24,47,342,162,170,0,0,1
232496,,232497,1,68,123,71,341,161,175,0,1000000,1
232556,,232557,1,50,31,37,339,158,165,0,0,1
232741,,232742,1,68,358,46,336,145,172,0,129999992,1
232773,,232774,1,89,1523,40,293,82,183,0,1000000,1
232788,,232789,1,34,65,86,251,127,94,0,709000064,1
232793,,232794,1,30,664,110,269,111,119,0,337999968,1
232860,,232861,1,30,421,107,227,108,86,0,135999984,1
232940,,232941,1,89,1521,48,292,81,181,0,1000000,1
232981,,232982,1,47,960,84,302,116,158,0,85000008,1
233012,,233013,2,50,25,48,344,163,172,0,0,1
233105,,233106,1,50,26,49,344,163,172,0,0,1
233170,,233171,1,47,792,79,321,126,161,0,25000000,1
233526,,233527,1,68,588,58,331,137,171,0,2000000,1
233603,,233604,1,40,329,93,300,130,133,0,40000000,1
233766,,233767,1,47,223,83,315,141,142,0,40999996,1
233818,,233819,1,50,26,51,345,165,174,0,1000000,1
233834,,233835,1,30,67,89,200,116,61,0,33999996,1
233976,,233977,1,50,17,37,342,160,171,0,0,1
233992,,233993,1,68,316,82,333,154,174,0,0,1
234061,,234062,1,50,24,43,345,163,172,0,0,1
234206,,234207,1,68,525,62,332,135,168,0,79999992,1
234251,,234252,1,188,1625,30,284,76,186,0,144000000,1
234259,,234260,1,30,288,93,237,120,86,0,500000000,1
234365,,234366,1,68,691,66,329,132,167,0,40000000,1
234438,,234439,1,47,525,81,322,131,156,0,50000000,1
234501,,234502,1,30,138,92,217,118,73,0,313000032,1
234536,,234537,1,68,545,56,334,139,170,0,104000000,1
234692,,234693,1,40,303,82,312,143,136,0,85000008,1
234704,,234705,1,47,550,71,327,131,164,0,4999999,1
234715,,234716,1,47,798,77,311,124,161,0,112999992,1
234762,,234763,1,30,376,100,252,118,99,0,548000000,1
234770,,234771,1,40,503,96,286,125,125,0,100000000,1
234928,,234929,1,47,554,84,315,128,153,0,16000000,1
235039,,235040,1,50,22,35,344,159,170,0,0,1
235343,,235344,1,50,21,41,346,164,172,0,1000000,1
235345,,235346,1,50,17,43,348,165,173,0,0,1
235628,,235629,1,47,392,90,307,131,141,0,260000000,1
235785,,235786,1,34,319,96,268,126,108,0,543999936,1
235872,,235873,1,40,485,98,285,125,125,0,445000000,1
235946,,235947,1,40,313,91,299,137,128,0,488000032,1
236339,,236340,1,47,805,93,296,119,144,0,260000000,1
236550,,236551,1,68,96,57,340,162,179,0,25000000,1
236594,,236595,1,50,48,38,350,160,171,0,1000000,1
236783,,236784,1,34,511,103,270,122,113,0,442000032,1
236790,,236791,1,40,121,93,298,141,122,0,145000000,1
